"","pathwayName","pathwayId","pathwaySource","Pval_Metab","Num_In_Path_Metab","Total_In_Path_Metab","Pval_Gene","Num_In_Path_Gene","Total_In_Path_Gene","Pval_combined","Pval_combined_FDR","Pval_combined_Holm","analytes","cluster_assignment"
"1657","Switching of origins to a post-replicative state","R-HSA-69052","reactome",NA,NA,NA,1.30260510183e-08,52,91,1.30260510183e-08,2.40436843946375e-07,3.98206379629431e-05,"MCM2;MCM5;MCM6;MCM7;MCM8;PSMD9;CDT1;CDT1;CDC26;CDC6;CDK2;CCNA1;ANAPC10;ANAPC11;ANAPC2;ANAPC4;ANAPC7;CUL1;UBE2C;UBE2E1;PSMC2;PSMC3;PSMD11;PSMD13;PSMB6;PSMB7;PSMB9;PSMD14;PSMD3;PSMD4;PSMD6;PSMD1;PSMD10;PSMC4;PSMC5;RPS27A;PSMB4;PSMB5;PSMB2;PSMB3;PSMA1;PSMA2;PSMA7;PSMB1;PSMB10;PSMB11;PSMA3;PSMA4;PSMA5;PSMD7;PSMD8;PSMD9;PSME3;PSMF1","170,172,580,584"
"1662","Synthesis of DNA","R-HSA-69239","reactome",NA,NA,NA,1.32716933652944e-10,68,120,1.32716933652944e-10,5.64046968025012e-09,4.18854642608691e-07,"CUL1;CCNA1;ANAPC10;ANAPC11;ANAPC2;ANAPC4;ANAPC7;CDK2;CDC26;CDC6;CDT1;GINS1;GINS2;GINS4;UBE2C;UBE2E1;PSMD9;PSME3;PSMF1;PSMD7;PSMD8;PRIM1;RPS27A;RFC4;RPA2;RPA3;PSMC4;PSMC5;PSMB6;PSMB7;PSMB9;PSMC2;PSMC3;PSMD11;PSMD13;PSMD1;PSMD10;PSMD14;PSMD3;PSMD4;PSMD6;PSMA3;PSMA4;PSMA5;PSMB2;PSMB3;PSMB4;PSMB5;PSMB10;PSMB11;PSMA1;PSMA2;PSMA7;PSMB1;CDT1;PSMD9;LIG1;MCM2;MCM5;MCM6;MCM7;MCM8;POLA1;POLA2;POLD1;POLD2;POLD3;POLD4;POLE3;POLE4","172,584"
"1664","Stabilization of p53","R-HSA-69541","reactome",NA,NA,NA,1.03933854067401e-10,40,57,1.03933854067401e-10,4.79580498053864e-09,3.28534912707054e-07,"TP53;PSMD9;PSME3;PSMF1;PSMD7;PSMD8;RPS27A;PSMA1;PSMA2;PSMB2;PSMB3;PSMB10;PSMB11;PSMA3;PSMA4;PSMA5;PSMA7;PSMB1;PSMB4;PSMB5;PSMB6;PSMB7;PSMD14;PSMD3;PSMD11;PSMD13;PSMD1;PSMD10;PSMC4;PSMC5;PSMD4;PSMD6;PSMB9;PSMC2;PSMC3;ATM;CDKN2A;PSMD9;MDM2;MDM4;PHF20","170,233,580,618"
"1665","p53-Dependent G1 DNA Damage Response","R-HSA-69563","reactome",NA,NA,NA,6.04561653664621e-12,46,66,6.04561653664621e-12,4.88183535334181e-10,1.92976079849747e-08,"CCNA1;ATM;CDKN1A;CDKN1B;CDKN2A;CDK2;TP53;ZNF385A;PHF20;PCBP4;MDM2;MDM4;PSMD9;PSMB4;PSMB5;PSMB10;PSMB11;PSMB2;PSMB3;PSMA1;PSMA2;PSMA7;PSMB1;PSMA3;PSMA4;PSMA5;PSMD9;PSME3;PSMF1;PSMD7;PSMD8;RPS27A;PSMD4;PSMD6;PSMD1;PSMD10;PSMB9;PSMC2;PSMC3;PSMB6;PSMB7;PSMD14;PSMD3;PSMD11;PSMD13;PSMC4;PSMC5","170,233,580"
"1666","p53-Dependent G1/S DNA damage checkpoint","R-HSA-69580","reactome",NA,NA,NA,6.04561653664621e-12,46,66,6.04561653664621e-12,4.88183535334181e-10,1.92976079849747e-08,"PSMC4;PSMC5;PSMB9;PSMC2;PSMC3;PSMD4;PSMD6;PSMD1;PSMD10;PSMD11;PSMD13;PSMB6;PSMB7;PSMD14;PSMD3;PSMA3;PSMA4;PSMA5;PSMB10;PSMB11;PSMB4;PSMB5;PSMA7;PSMB1;PSMB2;PSMB3;PSMA1;PSMA2;RPS27A;PSMD7;PSMD8;PSMD9;PSME3;PSMF1;ZNF385A;TP53;CDK2;CDKN1A;CDKN1B;CDKN2A;CCNA1;ATM;PSMD9;PCBP4;PHF20;MDM2;MDM4","170,233,580"
"1667","Ubiquitin Mediated Degradation of Phosphorylated Cdc25A","R-HSA-69601","reactome",NA,NA,NA,1.62779422718977e-09,36,52,1.62779422718977e-09,4.41829861665794e-08,5.07057901769613e-06,"PSMD7;PSMD8;PSMD9;PSME3;PSMF1;RPS27A;PSMD14;PSMD3;PSMD4;PSMD6;PSMB9;PSMC2;PSMC3;PSMD1;PSMD10;PSMB6;PSMB7;PSMC4;PSMC5;PSMD11;PSMD13;PSMA3;PSMA4;PSMA5;PSMB10;PSMB11;PSMB4;PSMB5;PSMA7;PSMB1;PSMA1;PSMA2;PSMB2;PSMB3;CDC25A;CHEK1;PSMD9","170,233,320,435,580,589,618"
"1668","p53-Independent DNA Damage Response","R-HSA-69610","reactome",NA,NA,NA,1.62779422718977e-09,36,52,1.62779422718977e-09,4.41829861665794e-08,5.07057901769613e-06,"PSMD9;PSMD9;PSME3;PSMF1;PSMD7;PSMD8;PSMD14;PSMD3;PSMD4;PSMD6;PSMC4;PSMC5;PSMB9;PSMC2;PSMC3;PSMB6;PSMB7;PSMD1;PSMD10;PSMD11;PSMD13;RPS27A;PSMA1;PSMA2;PSMB10;PSMB11;PSMA3;PSMA4;PSMA5;PSMB2;PSMB3;PSMB4;PSMB5;PSMA7;PSMB1;CHEK1;CDC25A","170,233,320,435,580,589,618"
"1669","p53-Independent G1/S DNA damage checkpoint","R-HSA-69613","reactome",NA,NA,NA,1.62779422718977e-09,36,52,1.62779422718977e-09,4.41829861665794e-08,5.07057901769613e-06,"CDC25A;CHEK1;PSMD9;PSMA7;PSMB1;PSMB10;PSMB11;PSMA1;PSMA2;PSMB4;PSMB5;PSMA3;PSMA4;PSMA5;PSMB2;PSMB3;PSMD7;PSMD8;PSMD9;PSME3;PSMF1;RPS27A;PSMD11;PSMD13;PSMC4;PSMC5;PSMD14;PSMD3;PSMD4;PSMD6;PSMD1;PSMD10;PSMB9;PSMC2;PSMC3;PSMB6;PSMB7","170,233,320,435,580,589,618"
"1670","G1/S DNA Damage Checkpoints","R-HSA-69615","reactome",NA,NA,NA,9.8868482027888e-13,48,68,9.8868482027888e-13,1.52069141404799e-10,3.1736782730952e-09,"MDM2;MDM4;PSMD9;PHF20;PCBP4;ATM;CCNA1;CDKN1A;CDKN1B;CDKN2A;CHEK1;CDC25A;CDK2;RPS27A;PSMD7;PSMD8;PSMD9;PSME3;PSMF1;PSMC4;PSMC5;PSMD1;PSMD10;PSMB9;PSMC2;PSMC3;PSMD14;PSMD3;PSMD11;PSMD13;PSMD4;PSMD6;PSMB6;PSMB7;PSMB10;PSMB11;PSMA7;PSMB1;PSMB2;PSMB3;PSMA3;PSMA4;PSMA5;PSMA1;PSMA2;PSMB4;PSMB5;TP53;ZNF385A","170,580"
"1672","Transport of Mature Transcript to Cytoplasm","R-HSA-72202","reactome",NA,NA,NA,3.04815365852022e-07,46,83,3.04815365852022e-07,3.7867447373155e-06,0.000905606451946357,"WDR33;UPF3B;U2AF1;U2AF1L4;TPR;ZC3H11A;THOC1;THOC3;THOC5;THOC7;NUP88;NUP98;NUPL2;NXF1;NXF2; NXF2B;NXT1;NUP188;NUP205;NUP210;NUP35;NUP155;NUP160;NUP37;NUP43;NUP50;NUP54;LUZP4;MAGOH;MAGOHB;OR52H1;NCBP2;GLE1;SEC13;SLU7;SEH1L;RAE1;RANBP2;RBM8A;POM121;POM121C;CPSF1;CPSF2;CPSF4;DHX38;CDC40;CASC3","534"
"1673","RNA Polymerase I Promoter Escape","R-HSA-73772","reactome",NA,NA,NA,9.90492194966996e-11,41,59,9.90492194966996e-11,4.63665186919333e-09,3.13391730487558e-07,"UBTF;TWISTNB;ZNRD1;TAF1B;TAF1D;CBX3;CCNH;CDK7;POLR1B;POLR1C;POLR1E;POLR2F;POLR2H;POLR2K;POLR2H;POLR2L;RRN3;HIST1H2BJ;HIST1H2BK;HIST1H2BM;HIST2H2AC;HIST2H2BE;HIST2H3C;HIST1H4A;HIST1H2BO;HIST1H3A;HIST1H3A;HIST1H3A;HIST1H3A;HIST1H3A;HIST1H3A;HIST1H2BB;HIST1H2BE;HIST1H2BE;HIST1H2BE;HIST1H2BH;HIST1H2BE;HIST1H4A;HIST1H4A;HIST1H4A;HIST3H2BB;ERCC3;ERCC2;H2AFX;GTF2H5;H2AFB1;H2AFJ;GTF2H1;GTF2H2;GTF2H3;GTF2H4;HIST1H2AB; HIST1H2AE;HIST1H2AD","122,123"
"1674","RNA Polymerase II Promoter Escape","R-HSA-73776","reactome",NA,NA,NA,1.62540001446266e-12,37,47,1.62540001446266e-12,1.69356195055303e-10,5.20940704635281e-09,"TAF9;TAF9B;OR10A4; TAF1;TAF11;TAF12;TAF13;TAF15;TAF1L;TAF4;TAF4B;TAF5;TAF6;TAF7;CCNH;CDK7;POLR2L;POLR2A;POLR2B;POLR2F;POLR2G;POLR2H;POLR2I;POLR2J;POLR2K;POLR2H;OR10A4;ERCC3;ERCC2;GTF2H5;GTF2A1;GTF2A2;GTF2B;GTF2E1;GTF2E2;GTF2F2;GTF2H1;GTF2H2;GTF2H3;GTF2H4","441,442"
"1680","Ubiquitin-dependent degradation of Cyclin D","R-HSA-75815","reactome",NA,NA,NA,2.77090720950031e-10,37,52,2.77090720950031e-10,9.83519811723736e-09,8.70064863783097e-07,"GSK3B;PSMB2;PSMB3;PSMB10;PSMB11;PSMA3;PSMA4;PSMA5;PSMA1;PSMA2;PSMB4;PSMB5;PSMA7;PSMB1;PSMD9;PSME3;PSMF1;PSMD7;PSMD8;PSMD11;PSMD13;PSMB9;PSMC2;PSMC3;PSMD14;PSMD3;PSMD4;PSMD6;PSMC4;PSMC5;PSMD1;PSMD10;PSMB6;PSMB7;RPS27A;PSMD9;CDK4;CCND1","170,233,320,435,542,580,589,618"
"1681","RNA Polymerase II Transcription Initiation","R-HSA-75953","reactome",NA,NA,NA,1.62540001446266e-12,37,47,1.62540001446266e-12,1.69356195055303e-10,5.20940704635281e-09,"POLR2L;POLR2B;POLR2F;POLR2G;POLR2H;POLR2I;POLR2J;POLR2K;POLR2A;POLR2H;OR10A4;CDK7;CCNH;ERCC2;ERCC3;GTF2H5;GTF2A1;GTF2A2;GTF2B;GTF2E1;GTF2E2;GTF2F2;GTF2H1;GTF2H2;GTF2H3;GTF2H4;TAF9;TAF9B;OR10A4; TAF1;TAF11;TAF12;TAF13;TAF15;TAF1L;TAF4;TAF4B;TAF5;TAF6;TAF7","441,442"
"1682","RNA Polymerase II Transcription Elongation","R-HSA-75955","reactome",NA,NA,NA,8.82149108080342e-06,34,61,8.82149108080342e-06,6.7043332214106e-05,0.0247619254638152,"CCNH;CCNT2;CTDP1;CTR9;CDK9;CDK7;GTF2F2;GTF2H1;GTF2H2;GTF2H3;GTF2H4;GTF2H5;IWS1;EAF1;EAF2;ERCC3;ELL;ERCC2;LEO1;POLR2H;POLR2I;POLR2J;POLR2K;POLR2A;POLR2B;POLR2F;POLR2G;PAF1;POLR2H;NCBP2;SSRP1;WDR61;SUPT16H;SUPT6H;POLR2L","528,536,537,568"
"1683","RNA Polymerase II Transcription Initiation And Promoter Clearance","R-HSA-76042","reactome",NA,NA,NA,1.62540001446266e-12,37,47,1.62540001446266e-12,1.69356195055303e-10,5.20940704635281e-09,"OR10A4; TAF1;TAF11;TAF12;TAF13;TAF15;TAF1L;TAF4;TAF4B;TAF5;TAF6;TAF7;TAF9;TAF9B;CCNH;CDK7;POLR2L;OR10A4;POLR2H;POLR2A;POLR2B;POLR2F;POLR2G;POLR2H;POLR2I;POLR2J;POLR2K;GTF2A1;GTF2A2;GTF2B;GTF2E1;GTF2E2;GTF2F2;GTF2H1;GTF2H2;GTF2H3;GTF2H4;GTF2H5;ERCC3;ERCC2","441,442"
"1684","RNA Pol II CTD phosphorylation and interaction with CE","R-HSA-77075","reactome",NA,NA,NA,1.35997368611092e-06,20,27,1.35997368611092e-06,1.33340044902232e-05,0.00394936358446612,"POLR2A;POLR2B;POLR2F;POLR2G;POLR2H;POLR2I;POLR2J;POLR2K;POLR2H;RNMT;POLR2L;CDK7;CCNH;ERCC3;ERCC2;GTF2H4;GTF2H5;GTF2F2;GTF2H1;GTF2H2;GTF2H3","337,529"
"1691","Protein ubiquitination","R-HSA-8852135","reactome",NA,NA,NA,3.38604472488005e-07,43,76,3.38604472488005e-07,4.11162573735435e-06,0.00100430086539942,"UBA6;UBE2C;UBE2D2;UBE2D3;UBE2E1;UBE2G1;UBE2G2;UBE2J2;UBE2N;WDR61;UBE2Q2;UBE2R2;UBE2T;UBE2V2;UBE2W;UCHL3;USP5;USP7;USP9X;TMEM129;BCL10;CTR9;HIST1H2BE;HIST1H2BH;HIST1H2BE;HIST1H2BJ;HIST1H2BK;HIST1H2BM;HIST1H2BB;HIST1H2BE;HIST1H2BE;HIST1H2BO;RAD18;SHPRH;SELS;RNF181;RPS27A;PRKDC;HLA-B;PEX10;PEX12;PEX13;PEX14;PEX5;PAF1;LEO1","588"
"1692","The role of GTSE1 in G2/M progression after G2 checkpoint","R-HSA-8852276","reactome",NA,NA,NA,8.93334639395563e-07,43,78,8.93334639395563e-07,9.46522942766486e-06,0.00261657715878961,"TUBB6;PSMD9;FKBPL;HSP90AA1;PSMA1;PSMA2;PSMB10;PSMB11;PSMA7;PSMB1;PSMA3;PSMA4;PSMA5;PSMB2;PSMB3;PSMB4;PSMB5;PSMD14;PSMD3;PSMD4;PSMD6;PSMD1;PSMD10;PSMC4;PSMC5;PSMB6;PSMB7;PSMB9;PSMC2;PSMC3;PSMD11;PSMD13;RPS27A;PSMD9;PSME3;PSMF1;PSMD7;PSMD8;CDKN1A;CCNB2;TP53;TUBA8;TUBB2B;TUBB2C;TUBB6","170,589"
"1705","Regulation of RUNX3 expression and activity","R-HSA-8941858","reactome",NA,NA,NA,1.66733949669772e-08,36,55,1.66733949669772e-08,3.00866289068919e-07,5.09205482291484e-05,"PSMD9;MDM2;PSMD14;PSMD3;PSMD4;PSMD6;PSMD1;PSMD10;PSMC3;PSMC4;PSMC5;PSMB6;PSMB7;PSMB9;PSMC2;PSMD11;PSMD13;PSMF1;PSMD9;PSME3;PSMD7;PSMD8;RPS27A;PSMB10;PSMB4;PSMB5;PSMA3;PSMA4;PSMB2;PSMB3;PSMA5;PSMA7;PSMB1;PSMA1;PSMA2;CDKN2A;SRC","170,233,580"
"1706","Regulation of PTEN gene transcription","R-HSA-8943724","reactome",0.156911217611948,1,8,5.26296717484011e-05,32,60,8.25818587655874e-06,6.35093818602018e-05,0.0232137604990066,"13(S')-HODE; 13-HODE; 13R-hydroxy-9Z,11E-octadecadienoic acid;TP53;MTA1;MTA2;MTA3;ATF2;HDAC5;NR2E1;MBD3;MLST8;PHC1;PHC2;PHC3;CHD3;ATF2;CBX2;CBX4;CBX6;BMI1;SCMH1;RPTOR;RRAGC;RHEB;RBBP4;REST;RNF2;HDAC1;HDAC3;HDAC7;GATAD2A;GATAD2B;EZH2;EGR1;EED","Unclustered"
"1708","Post-translational protein phosphorylation","R-HSA-8957275","reactome",NA,NA,NA,2.2700344442897e-07,56,107,2.2700344442897e-07,2.89810721543705e-06,0.000676243260953902,"KTN1;LAMB2;LTBP1;LAMC1;P4HB;PDIA6;PENK;MATN3;MBTPS1;MEPE;MFGE8;MGAT4A;MIA3;MSLN;PNPLA2;TIMP1;TNC;TF;STC2;SPARCL1;SPP2;DMP1;SCG2;SCG3;SDC2;SHISA5;SERPINA1;SERPINA10;SERPIND1;QSOX1;PRKCSH;RCN1;ITIH2;FUCA2;FN1;FGG;GAS6;FAM20A;IGFBP3;IGFBP4;IGFBP5;HRC;AFP;APOA5;APOE;APOL1;AMBN;AMTN;APLP2;APOA1;APOA2;CHGB;CYR61;DMP1;DNAJC3;BMP15;BMP4","521"
"1712","Interleukin-37 signaling","R-HSA-9008059","reactome",NA,NA,NA,8.91731750906774e-06,16,21,8.91731750906774e-06,6.76125247753258e-05,0.025013075612935,"IL18BP;IL18R1;STAT3;TBK1;CASP1;SMAD3;PTPN11;PTPN12;PTPN13;PTPN14;PTPN18;PTPN2;PTPN20A;PTPN23;PTPN4;PTPN7","Unclustered"
"1734","Negative regulation of NOTCH4 signaling","R-HSA-9604323","reactome",NA,NA,NA,7.9628400084747e-09,36,54,7.9628400084747e-09,1.56829105044959e-07,2.44220303059919e-05,"PSMD9;PSME3;PSMD7;PSMD8;PSMF1;PSMB2;PSMB3;PSMB10;PSMA5;PSMA7;PSMB1;PSMB4;PSMB5;PSMA3;PSMA4;PSMA1;PSMA2;RPS27A;PSMB9;PSMC2;PSMD4;PSMD6;PSMD1;PSMD10;PSMB6;PSMB7;PSMD14;PSMD3;PSMD11;PSMD13;PSMC3;PSMC4;PSMC5;CUL1;TACC3;PSMD9;FBXW7","170,233,435,517,580"
"1753","Transport of Mature mRNA Derived from an Intronless Transcript","R-HSA-159231","reactome",NA,NA,NA,7.64587634925045e-06,26,42,7.64587634925045e-06,5.93658187694206e-05,0.0215453300732669,"CPSF1;CPSF2;CPSF4;NUP188;NUP205;NUP210;NUP35;NUP37;NUP98;NUPL2;NXF1;NUP43;NUP50;NUP54;NUP88;NUP155;NUP160;NCBP2;WDR33;TPR;POM121;POM121C;SEC13;SEH1L;RAE1;RANBP2","444,607"
"1754","Transport of Mature mRNAs Derived from Intronless Transcripts","R-HSA-159234","reactome",NA,NA,NA,1.40605402871605e-05,26,43,1.40605402871605e-05,0.000101148207410977,0.0391445441594549,"RAE1;RANBP2;POM121;POM121C;SEH1L;SEC13;NCBP2;NUP155;NUP160;NUP43;NUP50;NUP54;NUP88;NUP188;NUP205;NUP210;NUP35;NUP37;NUP98;NUPL2;NXF1;CPSF1;CPSF2;CPSF4;TPR;WDR33","444,607"
"1757","AUF1 (hnRNP D0) binds and destabilizes mRNA","R-HSA-450408","reactome",NA,NA,NA,1.66733949669772e-08,36,55,1.66733949669772e-08,3.00866289068919e-07,5.09205482291484e-05,"HSPB1;EIF4G1;PSMD9;PSME3;PSMF1;PSMD8;PSMD9;PSMC2;PSMC3;PSMD11;PSMD13;PSMD14;PSMD3;PSMD4;PSMD6;PSMD7;PSMD1;PSMD10;PSMB7;PSMB9;PSMC4;PSMC5;RPS27A;PSMA1;PSMA2;PSMA3;PSMB10;PSMB11;PSMA4;PSMA5;PSMB4;PSMB5;PSMB6;PSMB2;PSMB3;PSMA7;PSMB1","170,233,320,475,580,618"
"1758","Transcriptional regulation by small RNAs","R-HSA-5578749","reactome",NA,NA,NA,4.87657056446899e-11,49,75,4.87657056446899e-11,2.5821840857762e-09,1.54587286893667e-07,"IPO8;HIST3H2BB;HIST1H2AB; HIST1H2AE;HIST1H2AD;H2AFB1;H2AFJ;H2AFX;HIST1H2BB;HIST1H2BE;HIST1H2BE;HIST1H4A;HIST1H4A;HIST1H4A;HIST2H2AC;HIST2H2BE;HIST2H3C;HIST1H4A;HIST1H3A;HIST1H3A;HIST1H3A;HIST1H2BJ;HIST1H2BK;HIST1H2BM;HIST1H2BO;HIST1H3A;HIST1H3A;HIST1H3A;HIST1H2BE;HIST1H2BH;HIST1H2BE;POLR2H;NUP37;NUP43;NUP50;NUP54;NUP88;NUP188;NUP205;NUP210;NUP35;NUP98;NUPL2;NUP155;NUP160;POLR2A;POLR2I;POLR2J;POLR2K;POLR2L;POLR2B;POLR2F;POLR2G;POLR2H;TPR;SEC13;SEH1L;RAE1;RAN;RANBP2;POM121;POM121C","327"
"1784","Regulation of activated PAK-2p34 by proteasome mediated degradation","R-HSA-211733","reactome",NA,NA,NA,9.55839811305955e-09,34,50,9.55839811305955e-09,1.82684176953742e-07,2.92678150221883e-05,"PSMD9;PSME3;PSMF1;PSMD8;PSMD9;RPS27A;PSMC2;PSMC3;PSMD11;PSMD13;PSMB7;PSMB9;PSMD14;PSMD3;PSMD4;PSMD6;PSMD7;PSMD1;PSMD10;PSMC4;PSMC5;PSMA1;PSMA4;PSMA5;PSMB10;PSMB11;PSMB5;PSMB6;PSMA7;PSMB1;PSMB2;PSMB3;PSMB4;PSMA2;PSMA3","170,172,233,320,580,618"
"1803","Regulation of RAS by GAPs","R-HSA-5658442","reactome",NA,NA,NA,5.58774613278643e-08,41,68,5.58774613278643e-08,8.67712500427893e-07,0.000168917565594134,"PSME3;PSMF1;PSMD7;PSMD8;PSMD9;PSMB4;PSMB5;PSMA1;PSMA2;PSMA3;PSMB2;PSMB3;PSMB10;PSMB11;PSMA7;PSMB1;PSMA4;PSMA5;RPS27A;RASA4;RASAL3;PSMD4;PSMD6;PSMC2;PSMC3;PSMC4;PSMC5;PSMB6;PSMB7;PSMB9;PSMD14;PSMD3;PSMD11;PSMD13;PSMD1;PSMD10;SYNGAP1;SPRED1;HRAS;KBTBD7;NF1;PSMD9","170,618"
"1834","HATs acetylate histones","R-HSA-3214847","reactome",NA,NA,NA,1.03817623263005e-05,52,107,1.03817623263005e-05,7.79691643734913e-05,0.0290793162759678,"RUVBL2;SAP130;ATXN7L3;ACTB;ACTL6A;ATF2;DMAP1;DR1;CREBBP;ENY2;EP400;EPC1;ELP2;ELP4;HIST1H2BE;HIST1H2BH;HIST1H2BE;HIST1H2BJ;HIST1H2BK;HIST1H2BM;HIST2H2AC;HIST2H2BE;HIST2H3C;HIST1H4A;HIST1H4A;HIST1H4A;HIST1H2BB;HIST1H2BE;HIST1H2BE;HIST1H2BO;HIST1H3A;HIST1H3A;HIST1H3A;HIST1H3A;HIST1H3A;HIST1H3A;HIST1H4A;HIST1H2AA;HIST1H2AB; HIST1H2AE;HIST1H2AD;HAT1;HCFC1;HIST3H2BB;KAT2A;ING3;ING4;ING5;TADA2B;TAF12;TAF6L;TAF9;SUPT3H;VPS72;TRRAP;ZZZ3;YEATS4;PHF20;MCRS1;MORF4L2;ATF2;OGT;MSL2;MSL3;NCOA2","Unclustered"
"1836","B-WICH complex positively regulates rRNA expression","R-HSA-5250924","reactome",NA,NA,NA,8.99636357366289e-07,35,59,8.99636357366289e-07,9.46522942766486e-06,0.00263323561801113,"TAF1B;TAF1D;ZNRD1;TWISTNB;SMARCA5;ACTB;DDX21;SF3B1;POLR2H;POLR1B;POLR1C;POLR1E;POLR2F;POLR2H;POLR2K;POLR2L;HIST3H2BB;HIST1H2BB;HIST1H2BE;HIST1H2BE;HIST1H2BJ;HIST1H2BK;HIST1H2BM;HIST1H2BO;HIST1H3A;HIST1H3A;HIST1H3A;HIST1H2BE;HIST1H2BH;HIST1H2BE;HIST1H3A;HIST1H3A;HIST1H3A;HIST2H2AC;HIST2H2BE;HIST2H3C;HIST1H4A;HIST1H4A;HIST1H4A;HIST1H4A;KAT2A;H2AFB1;H2AFJ;HIST1H2AB; HIST1H2AE;HIST1H2AD;GSK3B;H2AFX","333,625"
"1837","RNA Polymerase I Transcription Initiation","R-HSA-73762","reactome",NA,NA,NA,2.49254145150067e-08,32,47,2.49254145150067e-08,4.20074464589767e-07,7.58231109546504e-05,"POLR2L;RRN3;RBBP4;MBD3;POLR1B;POLR1C;POLR1E;POLR2F;POLR2H;POLR2K;POLR2H;MTA1;MTA2;MTA3;ZNRD1;TAF1B;TAF1D;UBTF;TWISTNB;GATAD2A;GATAD2B;ERCC3;ERCC2;KAT2A;GTF2H1;GTF2H2;GTF2H3;GTF2H4;GTF2H5;HDAC1;CCNH;CHD3;CDK7","Unclustered"
"1842","Dual Incision in GG-NER","R-HSA-5696400","reactome",NA,NA,NA,1.67099278782648e-05,25,41,1.67099278782648e-05,0.000116572499021156,0.0463366300064284,"DDB2;CHD1L;PARP1;PARP2;POLD4;POLE3;POLE4;POLK;POLD1;POLD2;POLD3;GTF2H5;GTF2H1;GTF2H2;GTF2H3;GTF2H4;ERCC3;ERCC5;ERCC1;ERCC2;XPA;RPA2;RFC4;RPA3;RPS27A","626"
"1844","CDT1 association with the CDC6:ORC:origin complex","R-HSA-68827","reactome",NA,NA,NA,1.30267639909027e-08,38,59,1.30267639909027e-08,2.40436843946375e-07,3.98206379629431e-05,"RPS27A;PSMC4;PSMC5;PSMD14;PSMD3;PSMC2;PSMC3;PSMD11;PSMD13;PSMB6;PSMB7;PSMB9;PSMD4;PSMD6;PSMD1;PSMD10;PSMA7;PSMB1;PSMA4;PSMA5;PSMA1;PSMA2;PSMA3;PSMB2;PSMB3;PSMB10;PSMB11;PSMB4;PSMB5;PSMD7;PSMD8;PSMD9;PSME3;PSMF1;GMNN;PSMD9;CDT1;MCM8;CDC6;CDT1","170,172,233,580,618,672"
"1845","RNA Polymerase II Transcription Pre-Initiation And Promoter Opening","R-HSA-73779","reactome",NA,NA,NA,1.62540001446266e-12,37,47,1.62540001446266e-12,1.69356195055303e-10,5.20940704635281e-09,"ERCC2;ERCC3;GTF2H5;GTF2A1;GTF2A2;GTF2B;GTF2E1;GTF2E2;GTF2F2;GTF2H1;GTF2H2;GTF2H3;GTF2H4;POLR2L;TAF9;TAF9B;OR10A4; TAF1;TAF11;TAF12;TAF13;TAF15;TAF1L;TAF4;TAF4B;TAF5;TAF6;TAF7;CDK7;CCNH;POLR2I;POLR2J;POLR2K;POLR2A;POLR2B;POLR2F;POLR2G;POLR2H;POLR2H;OR10A4","441"
"1846","RNA Polymerase III Transcription Initiation","R-HSA-76046","reactome",NA,NA,NA,2.55642653155823e-06,24,36,2.55642653155823e-06,2.28101041351743e-05,0.00733438771904057,"POU2F1;POLR2L;POLR3C;POLR3D;POLR3E;POLR3F;POLR3GL;POLR3H;POLR3K;BDP1;BRF2;POLR2F;POLR2H;POLR2K;POLR1C;POLR2H;GTF3C1;GTF3C2;GTF3C3;GTF3C4;ZNF143;SNAPC2;SNAPC3;SNAPC4;SNAPC5","438,627"
"1849","RNA Polymerase III Transcription Initiation From Type 3 Promoter","R-HSA-76071","reactome",NA,NA,NA,3.46973067160455e-06,20,28,3.46973067160455e-06,2.97274007142777e-05,0.0099026113367594,"BDP1;BRF2;POLR2L;POLR3C;POLR3D;POLR3E;POLR3F;POLR3GL;POLR3H;POLR3K;POU2F1;SNAPC2;SNAPC3;SNAPC4;SNAPC5;ZNF143;POLR2H;POLR2F;POLR2H;POLR2K;POLR1C","438"
"1854","SCF-beta-TrCP mediated degradation of Emi1","R-HSA-174113","reactome",NA,NA,NA,6.27311228777201e-10,38,55,6.27311228777201e-10,1.92972882757177e-08,1.96097490115753e-06,"PSMD9;PSMD1;PSMD10;PSMC4;PSMC5;PSMD6;PSMD7;PSMC2;PSMC3;PSMD11;PSMD13;PSMB7;PSMB9;PSMD14;PSMD3;PSMD4;RPS27A;PSMD8;PSMD9;PSME3;PSMF1;PSMA4;PSMA5;PSMA1;PSMB5;PSMB6;PSMB10;PSMB11;PSMA2;PSMA3;PSMA7;PSMB1;PSMB2;PSMB3;PSMB4;CDC20;CUL1;BTRC;FBXO5","170,172,233,320,435,580,618"
"1855","APC/C:Cdc20 mediated degradation of Securin","R-HSA-174154","reactome",NA,NA,NA,3.35448171561618e-09,43,68,3.35448171561618e-09,7.85168755793773e-08,1.03787664281165e-05,"PSMA7;PSMB1;PSMA1;PSMB10;PSMB11;PSMA2;PSMA3;PSMB2;PSMB3;PSMB4;PSMA4;PSMA5;PSMB5;PSMB6;PSMC4;PSMC5;PSMD14;PSMD3;PSMD4;PSMC2;PSMC3;PSMD11;PSMD13;PSMB7;PSMB9;PSMD6;PSMD7;PSMD1;PSMD10;RPS27A;PSME3;PSMF1;PSMD8;PSMD9;UBE2C;UBE2E1;CDC20;CDC26;ANAPC4;ANAPC7;ANAPC10;ANAPC11;ANAPC2;PSMD9","170,172,233,580"
