id,name,GENN_adjpval,GNN_adjpval,RF_adjpval,GroupLASSO_adjpval,LASSO_adjpval
GO:0002791,regulation of peptide secretion,NA,NA,0.455549482,0.101884426,0.101884426
GO:0002792,negative regulation of peptide secretion,NA,NA,0.486973123,NA,NA
GO:0002793,positive regulation of peptide secretion,NA,NA,0.455549482,0.089157206,0.089157206
GO:0002819,regulation of adaptive immune response,0.257685349,NA,0.759403738,NA,NA
GO:0002820,negative regulation of adaptive immune response,NA,NA,0.516377278,NA,NA
GO:0002821,positive regulation of adaptive immune response,0.34661958,NA,NA,NA,NA
GO:0002822,regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,0.25341177,NA,0.743601135,NA,NA
GO:0002823,negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,NA,NA,0.508768371,NA,NA
GO:0002824,positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,0.346149523,NA,NA,NA,NA
GO:0002825,regulation of T-helper 1 type immune response,NA,NA,0.470372826,NA,NA
GO:0002828,regulation of type 2 immune response,0.25341177,NA,NA,NA,NA
GO:0002830,positive regulation of type 2 immune response,0.25341177,NA,NA,NA,NA
GO:0002831,regulation of response to biotic stimulus,0.340156377,NA,0.625301629,NA,NA
GO:0002832,negative regulation of response to biotic stimulus,0.25341177,NA,0.468792807,NA,NA
GO:0002833,positive regulation of response to biotic stimulus,NA,NA,0.506724572,NA,NA
GO:0002834,regulation of response to tumor cell,NA,NA,0.455549482,NA,NA
GO:0002837,regulation of immune response to tumor cell,NA,NA,0.455549482,NA,NA
GO:0002855,regulation of natural killer cell mediated immune response to tumor cell,NA,NA,0.455549482,NA,NA
GO:0002861,regulation of inflammatory response to antigenic stimulus,0.267532216,NA,0.455549482,NA,NA
GO:0002862,negative regulation of inflammatory response to antigenic stimulus,NA,NA,0.476908104,NA,NA
GO:0002863,positive regulation of inflammatory response to antigenic stimulus,0.25341177,NA,0.455549482,NA,NA
GO:0002864,regulation of acute inflammatory response to antigenic stimulus,0.25341177,NA,0.455549482,NA,NA
GO:0002886,regulation of myeloid leukocyte mediated immunity,0.286086097,NA,NA,NA,NA
GO:0002888,positive regulation of myeloid leukocyte mediated immunity,0.25341177,NA,NA,NA,NA
GO:0002889,regulation of immunoglobulin mediated immune response,0.292335684,NA,NA,NA,NA
GO:0002891,positive regulation of immunoglobulin mediated immune response,0.259839666,NA,NA,NA,NA
GO:0003007,heart morphogenesis,0.484795647,NA,NA,NA,NA
GO:0003009,skeletal muscle contraction,NA,NA,0.486973123,NA,NA
GO:0003012,muscle system process,0.390850809,NA,0.455549482,0.148119289,0.148119289
GO:0003015,heart process,NA,NA,0.799769965,NA,NA
GO:0003016,respiratory system process,NA,NA,0.486973123,NA,NA
GO:0003018,vascular process in circulatory system,NA,NA,0.605416872,0.119035086,0.119035086
GO:0003044,regulation of systemic arterial blood pressure mediated by a chemical signal,0.270648088,NA,NA,NA,NA
GO:0003073,regulation of systemic arterial blood pressure,0.326941679,NA,NA,NA,NA
GO:0003081,regulation of systemic arterial blood pressure by renin-angiotensin,0.25341177,NA,NA,NA,NA
GO:0003197,endocardial cushion development,NA,NA,0.503856227,NA,NA
GO:0003205,cardiac chamber development,0.402953612,NA,NA,NA,NA
GO:0003206,cardiac chamber morphogenesis,0.356582336,NA,NA,NA,NA
GO:0003209,cardiac atrium morphogenesis,0.25341177,NA,NA,NA,NA
GO:0003230,cardiac atrium development,0.257685349,NA,NA,NA,NA
GO:0003333,amino acid transmembrane transport,0.337695871,NA,NA,NA,NA
GO:0003338,metanephros morphogenesis,NA,NA,0.476908104,NA,NA
GO:0003341,cilium movement,0.428552686,NA,NA,NA,NA
GO:0003351,epithelial cilium movement involved in extracellular fluid movement,0.259839666,NA,NA,NA,NA
GO:0003407,neural retina development,NA,NA,0.455549482,NA,NA
GO:0003413,chondrocyte differentiation involved in endochondral bone morphogenesis,0.25341177,NA,NA,NA,NA
GO:0005976,polysaccharide metabolic process,0.34302614,NA,0.618447827,NA,NA
GO:0005996,monosaccharide metabolic process,0.276219964,NA,NA,0.115942078,0.115942078
GO:0006006,glucose metabolic process,0.257685349,NA,NA,0.102557291,0.102557291
GO:0006007,glucose catabolic process,0.25341177,NA,NA,NA,NA
GO:0006020,inositol metabolic process,NA,NA,0.455549482,NA,NA
GO:0006022,aminoglycan metabolic process,0.04857013,NA,0.647367397,NA,NA
GO:0006023,aminoglycan biosynthetic process,0.25341177,NA,0.555084193,NA,NA
GO:0006024,glycosaminoglycan biosynthetic process,0.25341177,NA,0.54707956,NA,NA
GO:0006026,aminoglycan catabolic process,0.257685349,NA,NA,NA,NA
GO:0006027,glycosaminoglycan catabolic process,0.25341177,NA,NA,NA,NA
GO:0006066,alcohol metabolic process,NA,NA,0.708084148,NA,NA
GO:0006090,pyruvate metabolic process,0.341479515,NA,0.630173438,NA,NA
GO:0006094,gluconeogenesis,0.317427396,NA,NA,NA,NA
GO:0006096,glycolytic process,0.317427396,NA,NA,NA,NA
GO:0006103,2-oxoglutarate metabolic process,NA,NA,NA,0.065423786,0.065423786
GO:0006109,regulation of carbohydrate metabolic process,0.256148849,NA,NA,0.102287548,0.102287548
GO:0006163,purine nucleotide metabolic process,0.631206338,NA,NA,NA,NA
GO:0006164,purine nucleotide biosynthetic process,NA,NA,0.801802002,NA,NA
GO:0006165,nucleoside diphosphate phosphorylation,0.333125029,NA,NA,NA,NA
GO:0006282,regulation of DNA repair,NA,NA,0.767040197,NA,NA
GO:0006302,double-strand break repair,NA,NA,0.839849337,NA,NA
GO:0006310,DNA recombination,0.543160989,NA,NA,NA,NA
GO:0006338,chromatin remodeling,NA,NA,0.89395672,NA,NA
GO:0006354,DNA-templated transcription elongation,NA,NA,0.472678526,NA,NA
GO:0006356,regulation of transcription by RNA polymerase I,NA,NA,0.487638781,NA,NA
GO:0006360,transcription by RNA polymerase I,NA,NA,0.523492929,NA,NA
GO:0006364,rRNA processing,NA,NA,0.769529967,NA,NA
GO:0006368,transcription elongation by RNA polymerase II,NA,NA,0.455549482,NA,NA
GO:0006383,transcription by RNA polymerase III,NA,NA,0.506724572,NA,NA
GO:0006397,mRNA processing,NA,NA,0.799105447,NA,NA
GO:0006401,RNA catabolic process,0.520490599,NA,0.657785859,NA,NA
GO:0006402,mRNA catabolic process,NA,NA,0.807898846,NA,NA
GO:0006413,translational initiation,NA,NA,0.646065778,NA,NA
GO:0006417,regulation of translation,0.63612087,NA,NA,NA,NA
GO:0006457,protein folding,0.45716044,NA,NA,NA,NA
GO:0006458,'de novo' protein folding,0.259839666,NA,NA,NA,NA
GO:0006470,protein dephosphorylation,NA,NA,0.593437389,NA,NA
GO:0006473,protein acetylation,NA,NA,0.762642845,NA,NA
GO:0006475,internal protein amino acid acetylation,NA,NA,0.708199319,NA,NA
GO:0006476,protein deacetylation,NA,NA,0.637040384,NA,NA
GO:0006486,protein glycosylation,0.457754855,NA,0.776787926,NA,NA
GO:0006493,protein O-linked glycosylation,0.3248716,NA,0.605416872,NA,NA
GO:0006520,cellular amino acid metabolic process,0.514349694,NA,0.486973123,0.065423786,0.065423786
GO:0006525,arginine metabolic process,NA,NA,0.455549482,0.065423786,0.065423786
GO:0006536,glutamate metabolic process,NA,NA,0.482431655,NA,NA
GO:0006568,tryptophan metabolic process,0.25341177,NA,NA,NA,NA
GO:0006575,cellular modified amino acid metabolic process,0.415018779,NA,0.646385068,0.101884426,0.101884426
GO:0006576,biogenic amine metabolic process,0.32923969,NA,0.605416872,NA,NA
GO:0006577,amino-acid betaine metabolic process,0.25341177,NA,NA,NA,NA
GO:0006586,indolalkylamine metabolic process,0.25341177,NA,NA,NA,NA
GO:0006591,ornithine metabolic process,NA,NA,0.455549482,NA,NA
GO:0006595,polyamine metabolic process,NA,NA,0.455549482,NA,NA
GO:0006605,protein targeting,NA,NA,0.856701228,NA,NA
GO:0006622,protein targeting to lysosome,NA,NA,0.476908104,NA,NA
GO:0006623,protein targeting to vacuole,NA,NA,0.486973123,NA,NA
GO:0006631,fatty acid metabolic process,NA,NA,0.455549482,NA,NA
GO:0006633,fatty acid biosynthetic process,NA,NA,0.705552991,NA,NA
GO:0006635,fatty acid beta-oxidation,NA,NA,0.455549482,NA,NA
GO:0006636,unsaturated fatty acid biosynthetic process,NA,NA,0.503856227,NA,NA
GO:0006637,acyl-CoA metabolic process,NA,NA,0.602052609,NA,NA
GO:0006638,neutral lipid metabolic process,0.36509195,NA,NA,NA,NA
GO:0006639,acylglycerol metabolic process,0.363716485,NA,NA,NA,NA
GO:0006641,triglyceride metabolic process,0.337695871,NA,NA,NA,NA
GO:0006643,membrane lipid metabolic process,0.259839666,NA,0.533769329,NA,NA
GO:0006644,phospholipid metabolic process,0.34661958,NA,NA,NA,NA
GO:0006650,glycerophospholipid metabolic process,0.52842899,NA,NA,NA,NA
GO:0006661,phosphatidylinositol biosynthetic process,0.366454492,NA,NA,NA,NA
GO:0006664,glycolipid metabolic process,0.339909456,NA,NA,NA,NA
GO:0006665,sphingolipid metabolic process,0.397509731,NA,0.486973123,NA,NA
GO:0006670,sphingosine metabolic process,NA,NA,0.455549482,NA,NA
GO:0006672,ceramide metabolic process,0.341173851,NA,0.614502911,NA,NA
GO:0006684,sphingomyelin metabolic process,0.25341177,NA,NA,NA,NA
GO:0006690,icosanoid metabolic process,NA,NA,0.647147843,NA,NA
GO:0006730,one-carbon metabolic process,NA,NA,0.463847165,NA,NA
GO:0006734,NADH metabolic process,0.257685349,NA,NA,NA,NA
GO:0006735,NADH regeneration,0.25341177,NA,NA,NA,NA
GO:0006757,ATP generation from ADP,0.318714382,NA,NA,NA,NA
GO:0006760,folic acid-containing compound metabolic process,NA,NA,0.466177009,NA,NA
GO:0006766,vitamin metabolic process,NA,NA,0.455549482,NA,NA
GO:0006767,water-soluble vitamin metabolic process,NA,NA,0.455549482,NA,NA
GO:0006790,sulfur compound metabolic process,0.545624567,NA,0.501869455,NA,NA
GO:0006801,superoxide metabolic process,0.304048927,NA,NA,NA,NA
GO:0006805,xenobiotic metabolic process,NA,NA,0.646065778,NA,NA
GO:0006809,nitric oxide biosynthetic process,NA,NA,NA,0.086388491,0.086388491
GO:0006813,potassium ion transport,NA,NA,0.786953056,NA,NA
GO:0006814,sodium ion transport,0.482766719,NA,0.796984097,NA,NA
GO:0006816,calcium ion transport,NA,NA,0.490393057,NA,NA
GO:0006836,neurotransmitter transport,NA,NA,0.757193355,NA,NA
GO:0006837,serotonin transport,NA,NA,0.455549482,NA,NA
GO:0006839,mitochondrial transport,0.257685349,NA,NA,NA,NA
GO:0006858,extracellular transport,0.266346121,NA,NA,NA,NA
GO:0006862,nucleotide transport,0.257685349,NA,NA,NA,NA
GO:0006865,amino acid transport,0.381804231,NA,NA,NA,NA
GO:0006869,lipid transport,0.608295756,NA,0.910984388,NA,NA
GO:0006874,intracellular calcium ion homeostasis,NA,NA,0.455549482,NA,NA
GO:0006884,cell volume homeostasis,NA,NA,0.475292741,NA,NA
GO:0006885,regulation of pH,NA,NA,0.611969172,NA,NA
GO:0006887,exocytosis,0.34302614,NA,0.690710126,NA,NA
GO:0006888,endoplasmic reticulum to Golgi vesicle-mediated transport,0.366454492,NA,0.455549482,NA,NA
GO:0006890,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum",NA,NA,0.503856227,NA,NA
GO:0006891,intra-Golgi vesicle-mediated transport,NA,NA,0.482431655,NA,NA
GO:0006898,receptor-mediated endocytosis,0.484453271,NA,0.799105447,NA,NA
GO:0006900,vesicle budding from membrane,NA,NA,0.572678165,NA,NA
GO:0006901,vesicle coating,NA,NA,0.486973123,NA,NA
GO:0006903,vesicle targeting,NA,NA,0.530218059,NA,NA
GO:0006904,vesicle docking involved in exocytosis,NA,NA,0.486973123,NA,NA
GO:0006909,phagocytosis,0.318603574,NA,0.782129638,NA,NA
GO:0006910,"phagocytosis, recognition",0.337326443,NA,NA,NA,NA
GO:0006911,"phagocytosis, engulfment",0.358039849,NA,NA,NA,NA
GO:0006919,activation of cysteine-type endopeptidase activity involved in apoptotic process,NA,NA,0.558437781,NA,NA
GO:0006936,muscle contraction,0.334479076,NA,0.455549482,0.130140911,0.130140911
GO:0006937,regulation of muscle contraction,0.4086972,NA,0.722665339,NA,NA
GO:0006939,smooth muscle contraction,0.346149523,NA,NA,0.091621436,0.091621436
GO:0006940,regulation of smooth muscle contraction,0.294228049,NA,NA,NA,NA
GO:0006941,striated muscle contraction,0.415412403,NA,0.455549482,NA,NA
GO:0006942,regulation of striated muscle contraction,NA,NA,0.605416872,NA,NA
GO:0006953,acute-phase response,NA,NA,0.491596454,0.075122837,0.075122837
GO:0006959,humoral immune response,0.320326145,NA,0.595150057,0.124515336,0.124515336
GO:0006968,cellular defense response,0.274072039,NA,NA,NA,NA
GO:0006970,response to osmotic stress,NA,NA,0.455549482,NA,NA
GO:0006971,hypotonic response,NA,NA,0.455549482,NA,NA
GO:0006972,hyperosmotic response,NA,NA,0.466177009,NA,NA
GO:0006979,response to oxidative stress,0.377211169,NA,0.763503903,0.146083422,0.146083422
GO:0006986,response to unfolded protein,0.375168521,NA,0.67338123,NA,NA
GO:0007006,mitochondrial membrane organization,0.25341177,NA,0.643519178,NA,NA
GO:0007007,inner mitochondrial membrane organization,NA,NA,0.486973123,NA,NA
GO:0007015,actin filament organization,NA,NA,0.486973123,NA,NA
GO:0007018,microtubule-based movement,0.597532356,NA,NA,NA,NA
GO:0007019,microtubule depolymerization,NA,NA,0.486973123,NA,NA
GO:0007028,cytoplasm organization,0.25341177,NA,NA,NA,NA
GO:0007030,Golgi organization,0.400014244,NA,0.699384821,NA,NA
GO:0007031,peroxisome organization,NA,NA,0.486278811,NA,NA
GO:0007032,endosome organization,NA,NA,0.605416872,NA,NA
GO:0007033,vacuole organization,NA,NA,0.769354831,NA,NA
GO:0007034,vacuolar transport,NA,NA,0.487638781,NA,NA
GO:0007035,vacuolar acidification,NA,NA,0.482431655,NA,NA
GO:0007040,lysosome organization,NA,NA,0.60948002,NA,NA
GO:0007041,lysosomal transport,NA,NA,0.657785859,NA,NA
GO:0007043,cell-cell junction assembly,NA,NA,0.486973123,NA,NA
GO:0007044,cell-substrate junction assembly,NA,NA,0.605147632,NA,NA
GO:0007059,chromosome segregation,0.34661958,NA,NA,NA,NA
GO:0007088,regulation of mitotic nuclear division,0.34661958,NA,0.639258057,NA,NA
GO:0007156,homophilic cell adhesion via plasma membrane adhesion molecules,NA,NA,0.491596454,NA,NA
GO:0007157,heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules,NA,NA,0.503856227,NA,NA
GO:0007158,neuron cell-cell adhesion,NA,NA,0.455549482,NA,NA
GO:0007159,leukocyte cell-cell adhesion,0.257685349,NA,0.486278811,0.142957296,0.142957296
GO:0007160,cell-matrix adhesion,0.469523136,NA,0.579403737,NA,NA
GO:0007162,negative regulation of cell adhesion,0.314238787,NA,0.455549482,0.12313726,0.12313726
GO:0007163,establishment or maintenance of cell polarity,NA,NA,0.776787926,NA,NA
GO:0007173,epidermal growth factor receptor signaling pathway,0.34302614,NA,0.466177009,NA,NA
GO:0007176,regulation of epidermal growth factor-activated receptor activity,NA,NA,0.470372826,NA,NA
GO:0007178,transmembrane receptor protein serine/threonine kinase signaling pathway,0.34661958,NA,0.893166754,NA,NA
GO:0007179,transforming growth factor beta receptor signaling pathway,NA,NA,0.769529967,NA,NA
GO:0007187,"G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger",NA,NA,0.508768371,NA,NA
GO:0007188,adenylate cyclase-modulating G protein-coupled receptor signaling pathway,0.276219964,NA,0.466177009,NA,NA
GO:0007189,adenylate cyclase-activating G protein-coupled receptor signaling pathway,0.392576709,NA,0.670352128,NA,NA
GO:0007204,positive regulation of cytosolic calcium ion concentration,0.25341177,NA,0.73139083,0.107162556,0.107162556
GO:0007210,serotonin receptor signaling pathway,NA,NA,NA,0.074130206,0.074130206
GO:0007218,neuropeptide signaling pathway,0.34302614,NA,0.62231079,NA,NA
GO:0007219,Notch signaling pathway,0.417118387,NA,0.73139083,NA,NA
GO:0007249,I-kappaB kinase/NF-kappaB signaling,0.513659983,NA,0.486973123,NA,NA
GO:0007254,JNK cascade,NA,NA,0.455549482,NA,NA
GO:0007259,receptor signaling pathway via JAK-STAT,0.40825042,NA,NA,0.10067284,0.10067284
GO:0007260,tyrosine phosphorylation of STAT protein,0.320326145,NA,NA,NA,NA
GO:0007264,small GTPase mediated signal transduction,NA,NA,0.921781534,NA,NA
GO:0007265,Ras protein signal transduction,0.556308427,NA,0.856701228,NA,NA
GO:0007271,"synaptic transmission, cholinergic",NA,NA,0.468792807,NA,NA
GO:0007281,germ cell development,0.320065673,NA,0.851590381,NA,NA
GO:0007286,spermatid development,0.422979862,NA,0.751691245,NA,NA
GO:0007292,female gamete generation,0.25341177,NA,NA,NA,NA
GO:0007338,single fertilization,0.393915252,NA,NA,NA,NA
GO:0007340,acrosome reaction,0.257727334,NA,NA,NA,NA
GO:0007409,axonogenesis,0.379206251,NA,0.757913601,NA,NA
GO:0007411,axon guidance,0.467627421,NA,0.558791157,NA,NA
GO:0007413,axonal fasciculation,NA,NA,0.455549482,NA,NA
GO:0007416,synapse assembly,NA,NA,0.751691245,NA,NA
GO:0007422,peripheral nervous system development,NA,NA,0.558437781,NA,NA
GO:0007494,midgut development,NA,NA,0.455549482,0.065423786,0.065423786
GO:0007517,muscle organ development,0.553014362,NA,0.866937835,0.129698334,0.129698334
GO:0007548,sex differentiation,0.304048927,NA,NA,NA,NA
GO:0007565,female pregnancy,0.422979862,NA,0.508768371,0.102557291,0.102557291
GO:0007568,aging,0.405384724,NA,0.491596454,0.099660443,0.099660443
GO:0007584,response to nutrient,NA,NA,0.455549482,0.094272786,0.094272786
GO:0007585,respiratory gaseous exchange by respiratory system,NA,NA,0.555084193,NA,NA
GO:0007586,digestion,0.373548945,NA,0.670352128,0.093363772,0.093363772
GO:0007589,body fluid secretion,NA,NA,0.592330363,NA,NA
GO:0007596,blood coagulation,0.267906839,NA,0.776045348,NA,NA
GO:0007599,hemostasis,0.271945341,NA,0.779309233,NA,NA
GO:0007601,visual perception,NA,NA,0.455549482,NA,NA
GO:0007608,sensory perception of smell,NA,NA,0.776787926,NA,NA
GO:0007611,learning or memory,NA,NA,0.814048928,NA,NA
GO:0007613,memory,NA,NA,0.646385068,NA,NA
GO:0007617,mating behavior,NA,NA,0.486278811,NA,NA
GO:0007620,copulation,NA,NA,0.455549482,NA,NA
GO:0007623,circadian rhythm,0.443204389,NA,NA,0.107162556,0.107162556
GO:0007626,locomotory behavior,0.430506192,NA,0.756512953,NA,NA
GO:0007631,feeding behavior,NA,NA,0.455549482,NA,NA
GO:0008016,regulation of heart contraction,NA,NA,0.767040197,NA,NA
GO:0008037,cell recognition,0.461802456,NA,0.486973123,NA,NA
GO:0008038,neuron recognition,NA,NA,0.487638781,NA,NA
GO:0008064,regulation of actin polymerization or depolymerization,NA,NA,0.486973123,NA,NA
GO:0008154,actin polymerization or depolymerization,NA,NA,0.513268048,NA,NA
GO:0008217,regulation of blood pressure,0.425026657,NA,0.508768371,NA,NA
GO:0008277,regulation of G protein-coupled receptor signaling pathway,NA,NA,0.667900628,NA,NA
GO:0008286,insulin receptor signaling pathway,0.349686528,NA,NA,NA,NA
GO:0008344,adult locomotory behavior,NA,NA,0.570141444,NA,NA
GO:0008360,regulation of cell shape,0.390850809,NA,0.669502628,NA,NA
GO:0008361,regulation of cell size,0.417118387,NA,0.730076194,NA,NA
GO:0008380,RNA splicing,0.628733775,NA,0.916172133,NA,NA
GO:0008406,gonad development,0.272555379,NA,NA,NA,NA
GO:0008543,fibroblast growth factor receptor signaling pathway,0.320326145,NA,NA,NA,NA
GO:0008544,epidermis development,0.563309192,NA,0.71396656,NA,NA
GO:0008585,female gonad development,0.25341177,NA,NA,NA,NA
GO:0008593,regulation of Notch signaling pathway,NA,NA,0.605416872,NA,NA
GO:0008627,intrinsic apoptotic signaling pathway in response to osmotic stress,NA,NA,0.455549482,NA,NA
GO:0008630,intrinsic apoptotic signaling pathway in response to DNA damage,NA,NA,0.611969172,NA,NA
GO:0008637,apoptotic mitochondrial changes,0.157947815,NA,NA,NA,NA
GO:0008643,carbohydrate transport,0.391483004,NA,0.697080853,NA,NA
GO:0008645,hexose transmembrane transport,NA,NA,0.639258057,NA,NA
GO:0008652,cellular amino acid biosynthetic process,NA,NA,0.562182365,0.086388491,0.086388491
GO:0008654,phospholipid biosynthetic process,0.485625745,NA,NA,NA,NA
GO:0009060,aerobic respiration,NA,NA,0.751691245,NA,NA
GO:0009062,fatty acid catabolic process,NA,NA,0.455549482,NA,NA
GO:0009063,cellular amino acid catabolic process,0.346149523,NA,0.464235022,0.091621436,0.091621436
GO:0009064,glutamine family amino acid metabolic process,NA,NA,0.455549482,0.086388491,0.086388491
GO:0009066,aspartate family amino acid metabolic process,NA,NA,NA,0.075122837,0.075122837
GO:0009072,aromatic amino acid family metabolic process,0.25341177,NA,NA,NA,NA
GO:0009074,aromatic amino acid family catabolic process,0.25341177,NA,NA,NA,NA
GO:0009081,branched-chain amino acid metabolic process,NA,NA,0.466177009,NA,NA
GO:0009083,branched-chain amino acid catabolic process,NA,NA,0.455549482,NA,NA
GO:0009084,glutamine family amino acid biosynthetic process,NA,NA,0.455549482,0.065423786,0.065423786
GO:0009100,glycoprotein metabolic process,0.583182054,NA,0.893914455,NA,NA
GO:0009101,glycoprotein biosynthetic process,0.536244033,NA,0.854257677,NA,NA
GO:0009111,vitamin catabolic process,NA,NA,0.455549482,NA,NA
GO:0009132,nucleoside diphosphate metabolic process,0.363716485,NA,NA,NA,NA
GO:0009135,purine nucleoside diphosphate metabolic process,0.337695871,NA,NA,NA,NA
GO:0009141,nucleoside triphosphate metabolic process,0.49208549,NA,0.808696402,NA,NA
GO:0009144,purine nucleoside triphosphate metabolic process,0.47679206,NA,0.793348526,NA,NA
GO:0009150,purine ribonucleotide metabolic process,0.616517722,NA,0.769354831,NA,NA
GO:0009152,purine ribonucleotide biosynthetic process,NA,NA,0.769354831,NA,NA
GO:0009165,nucleotide biosynthetic process,0.524170619,NA,0.834732948,NA,NA
GO:0009179,purine ribonucleoside diphosphate metabolic process,0.337695871,NA,NA,NA,NA
GO:0009185,ribonucleoside diphosphate metabolic process,0.346149523,NA,NA,NA,NA
GO:0009199,ribonucleoside triphosphate metabolic process,0.478564439,NA,0.794140747,NA,NA
GO:0009205,purine ribonucleoside triphosphate metabolic process,0.473246958,NA,0.78892988,NA,NA
GO:0009247,glycolipid biosynthetic process,0.304048927,NA,NA,NA,NA
GO:0009259,ribonucleotide metabolic process,0.627232271,NA,0.779309233,NA,NA
GO:0009260,ribonucleotide biosynthetic process,NA,NA,0.779309233,NA,NA
GO:0009266,response to temperature stimulus,NA,NA,0.508639569,NA,NA
GO:0009268,response to pH,NA,NA,0.486973123,NA,NA
GO:0009306,protein secretion,NA,NA,0.455549482,0.130288541,0.130288541
GO:0009308,amine metabolic process,0.34661958,NA,0.466177009,NA,NA
GO:0009311,oligosaccharide metabolic process,0.292335684,NA,NA,NA,NA
GO:0009312,oligosaccharide biosynthetic process,0.25341177,NA,NA,NA,NA
GO:0009314,response to radiation,0.389435427,NA,0.487638781,NA,NA
GO:0009395,phospholipid catabolic process,0.276219964,NA,NA,NA,NA
GO:0009408,response to heat,NA,NA,0.455549482,NA,NA
GO:0009410,response to xenobiotic stimulus,NA,NA,0.606920926,0.074130206,0.074130206
GO:0009411,response to UV,0.25341177,NA,0.486973123,NA,NA
GO:0009416,response to light stimulus,0.320326145,NA,0.663212083,NA,NA
GO:0009435,NAD biosynthetic process,0.25341177,NA,NA,NA,NA
GO:0009437,carnitine metabolic process,0.25341177,NA,NA,NA,NA
GO:0009566,fertilization,0.434799059,NA,NA,NA,NA
GO:0009595,detection of biotic stimulus,NA,NA,0.486697273,NA,NA
GO:0009612,response to mechanical stimulus,0.443837311,NA,0.768397627,NA,NA
GO:0009615,response to virus,0.257685349,NA,0.455549482,0.141994946,0.141994946
GO:0009620,response to fungus,0.067871582,NA,0.533056117,NA,NA
GO:0009636,response to toxic substance,0.478950349,NA,0.58411855,0.116029427,0.116029427
GO:0009650,UV protection,NA,NA,0.455549482,NA,NA
GO:0009651,response to salt stress,NA,NA,0.466177009,NA,NA
GO:0009755,hormone-mediated signaling pathway,0.425329016,NA,0.746668561,NA,NA
GO:0009895,negative regulation of catabolic process,NA,NA,0.858667614,NA,NA
GO:0009913,epidermal cell differentiation,NA,NA,0.581228414,NA,NA
GO:0009914,hormone transport,0.521132161,NA,0.455549482,0.12313726,0.12313726
GO:0009988,cell-cell recognition,NA,NA,0.54707956,NA,NA
GO:0010001,glial cell differentiation,NA,NA,0.781020354,NA,NA
GO:0010038,response to metal ion,0.339909456,NA,0.538002862,0.130288541,0.130288541
GO:0010043,response to zinc ion,NA,NA,0.455549482,0.07854964,0.07854964
GO:0010212,response to ionizing radiation,NA,NA,0.455549482,NA,NA
GO:0010224,response to UV-B,0.25341177,NA,0.455549482,NA,NA
GO:0010225,response to UV-C,0.25341177,NA,NA,NA,NA
GO:0010324,membrane invagination,0.377211169,NA,NA,NA,NA
GO:0010466,negative regulation of peptidase activity,0.488895532,NA,NA,NA,NA
GO:0010469,regulation of signaling receptor activity,NA,NA,0.455549482,NA,NA
GO:0010506,regulation of autophagy,0.330176389,NA,0.865542945,NA,NA
GO:0010508,positive regulation of autophagy,0.378921096,NA,0.678018552,NA,NA
GO:0010543,regulation of platelet activation,0.274072039,NA,NA,NA,NA
GO:0010563,negative regulation of phosphorus metabolic process,0.613209098,NA,0.908035465,NA,NA
GO:0010565,regulation of cellular ketone metabolic process,NA,NA,0.482431655,NA,NA
GO:0010591,regulation of lamellipodium assembly,NA,NA,0.486973123,NA,NA
GO:0010631,epithelial cell migration,0.565988041,NA,NA,NA,NA
GO:0010639,negative regulation of organelle organization,0.565988041,NA,0.873052731,NA,NA
GO:0010669,epithelial structure maintenance,0.25341177,NA,NA,0.071180797,0.071180797
GO:0010675,regulation of cellular carbohydrate metabolic process,0.390850809,NA,NA,0.094272786,0.094272786
GO:0010712,regulation of collagen metabolic process,NA,NA,0.487638781,NA,NA
GO:0010720,positive regulation of cell development,NA,NA,0.906151064,NA,NA
GO:0010758,regulation of macrophage chemotaxis,NA,NA,0.466988656,NA,NA
GO:0010759,positive regulation of macrophage chemotaxis,NA,NA,0.455549482,NA,NA
GO:0010803,regulation of tumor necrosis factor-mediated signaling pathway,0.279514798,NA,0.508768371,NA,NA
GO:0010804,negative regulation of tumor necrosis factor-mediated signaling pathway,0.25341177,NA,NA,NA,NA
GO:0010810,regulation of cell-substrate adhesion,NA,NA,0.773539775,NA,NA
GO:0010811,positive regulation of cell-substrate adhesion,NA,NA,0.647147843,NA,NA
GO:0010821,regulation of mitochondrion organization,0.1976676,NA,NA,NA,NA
GO:0010822,positive regulation of mitochondrion organization,0.089077553,NA,NA,NA,NA
GO:0010823,negative regulation of mitochondrion organization,0.274072039,NA,NA,NA,NA
GO:0010827,regulation of glucose transmembrane transport,NA,NA,0.558791157,NA,NA
GO:0010828,positive regulation of glucose transmembrane transport,NA,NA,0.486973123,NA,NA
GO:0010842,retina layer formation,NA,NA,0.463847165,NA,NA
GO:0010876,lipid localization,0.634725062,NA,0.925454363,NA,NA
GO:0010906,regulation of glucose metabolic process,0.341173851,NA,NA,0.090460063,0.090460063
GO:0010927,cellular component assembly involved in morphogenesis,NA,NA,0.647367397,NA,NA
GO:0010939,regulation of necrotic cell death,NA,NA,0.501869455,NA,NA
GO:0010948,negative regulation of cell cycle process,NA,NA,0.850857277,NA,NA
